-670192.0455041028,-977209.8499370106,0
-670178.9836041029,-977220.3789370107,0
-670149.9105041028,-977237.2254370106,0
-670136.4606041028,-977249.5849370107,0
-670151.2078041028,-977257.5870370106,0
-670161.7415041028,-977260.9563370106,0
-670179.4383041029,-977250.0061370106,0
-670202.6125041029,-977233.1596370107,0
-670221.1518041028,-977220.9458370106,0
-670234.2137041029,-977216.3130370106,0
-670259.4946041028,-977230.2114370106,0
-670270.4497041028,-977241.5828370106,0
-670273.8205041029,-977255.9023370106,0
-670275.0846041029,-977273.5912370106,0
-670274.6632041029,-977299.7032370106,0
-670275.5059041028,-977343.0830370106,0
-670273.8205041029,-977358.6660370106,0
-670270.8711041028,-977368.3528370106,0
-670262.0227041028,-977381.4088370106,0
-670241.7560041029,-977391.3513370106,0
-670222.3740041029,-977396.8264370105,0
-670210.9975041029,-977406.0920370106,0
-670204.6772041029,-977422.5173370106,0
-670201.7278041028,-977443.5754370106,0
-670208.8907041028,-977466.3182370106,0
-670214.3683041028,-977480.6378370106,0
-670231.6436041029,-977487.3764370106,0
-670253.5538041028,-977500.0113370107,0
-670271.6718041028,-977515.5943370106,0
-670286.8404041028,-977533.7043370106,0
-670300.3236041028,-977553.9200370106,0
-670307.0651041028,-977566.5549370106,0
-670307.0683041029,-977584.4520370106,0
-670298.6413041028,-977600.4562370107,0
-670261.5625041028,-977613.9334370106,0
-670252.2928041029,-977637.0974370106,0
-670243.8659041028,-977642.1513370106,0
-670231.2254041028,-977654.7862370106,0
-670229.1186041029,-977677.1078370106,0
-670226.1587041029,-977690.9144370107,0
-670375.0046041028,-977694.4074370106,0
-670372.8801041029,-977684.3965370106,0
-670377.0936041028,-977666.2865370106,0
-670376.6723041028,-977657.8633370106,0
-670366.1584041029,-977624.3272370106,0
-670362.3662041029,-977601.5844370106,0
-670361.5235041028,-977580.5263370106,0
-670365.7370041028,-977511.4556370106,0
-670377.1135041028,-977464.7066370106,0
-670378.3775041029,-977443.6485370107,0
-670375.8494041029,-977417.9575370105,0
-670374.5854041028,-977392.2666370106,0
-670367.8438041029,-977369.1026370106,0
-670343.3980041029,-977323.4173370106,0
-670340.8699041029,-977304.8862370106,0
-670329.9148041029,-977283.8281370106,0
-670321.9092041028,-977265.2969370106,0
-670315.5890041029,-977242.5541370106,0
-670309.6901041028,-977230.7616370106,0
-670281.7929041028,-977204.7959370106,0
-670272.5232041029,-977198.4784370105,0
-670256.9333041029,-977188.7917370106,0
-670237.9725041029,-977185.8436370105,0
-670226.1748041029,-977187.5282370106,0
-670217.7478041028,-977190.4764370106,0
-670205.5286041028,-977201.0055370106,0
-670192.0455041028,-977209.8499370106,0
-670111.4917041028,-977238.5860370107,0
-670118.2333041029,-977242.3765370105,0
-670134.2446041028,-977228.0570370106,0
-670122.0254041029,-977215.4221370106,0
-670103.4860041029,-977203.6295370106,0
-670093.3737041028,-977196.0486370106,0
-670086.2107041029,-977188.8888370106,0
-670078.6264041029,-977177.9386370106,0
-670072.3062041028,-977166.9883370106,0
-670061.7725041029,-977145.9302370106,0
-670049.1320041028,-977157.7228370106,0
-670054.1882041028,-977177.9386370106,0
-670060.9298041029,-977195.2063370106,0
-670069.7781041028,-977206.1565370106,0
-670083.2613041028,-977218.3702370106,0
-670111.4917041028,-977238.5860370107,0
-670040.6479041028,-977135.2442370106,0
-670043.5973041028,-977139.0347370106,0
-670058.7659041028,-977132.7173370105,0
-670045.2827041028,-977092.7068370106,0
-670037.2771041029,-977078.8084370106,0
-670032.9533041029,-977074.3336370105,0
-670019.5804041028,-977081.7566370106,0
-670031.3782041029,-977113.3438370106,0
-670040.6479041028,-977135.2442370106,0
-669723.9962041029,-976847.6567370106,0
-669723.5748041029,-976856.5011370106,0
-669717.2546041028,-976874.1899370106,0
-669718.9400041029,-976877.1381370106,0
-669727.7883041028,-976872.0841370106,0
-669740.4288041028,-976857.3434370107,0
-669749.2771041029,-976855.6588370106,0
-669761.4963041028,-976860.7127370106,0
-669777.0862041028,-976864.5032370106,0
-669794.7829041028,-976867.4513370106,0
-669815.0077041029,-976866.6090370106,0
-669845.7661041028,-976862.8185370106,0
-669856.7212041029,-976859.8704370107,0
-669868.5190041028,-976861.5550370106,0
-669873.1538041028,-976863.6609370105,0
-669872.7324041028,-976867.0302370106,0
-669864.3055041028,-976875.4534370106,0
-669856.2999041028,-976888.9306370106,0
-669852.9290041028,-976903.6713370106,0
-669852.5078041028,-976920.9390370105,0
-669855.4572041029,-976933.9951370106,0
-669860.0920041029,-976949.1569370106,0
-669866.4836041029,-976964.9888370106,0
-669873.2252041028,-976978.4660370105,0
-669905.6691041029,-977002.0511370106,0
-669916.2029041029,-977007.1050370106,0
-669937.2704041029,-976999.1029370106,0
-669956.6524041028,-976996.9971370106,0
-669969.7143041028,-976998.2606370106,0
-669980.2480041028,-977003.7357370106,0
-669993.3098041029,-977030.2690370106,0
