"Rok","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Počet obyvatel","429121","427396","427321","427722","427563","429031","430774","433948","437325","439027","439942","438600","438594","438609","438851","439639","440636","441300","442356","443690","442476","437570"
